age,population density,education,employed,salary,chronic illness,dash speed,run speed,lives in flat,creativity,food supply,survival time
78,321.7,2,0,24123.65,1,3.673,0.503,0,36.7,8.0,12.1
31,4332.1,0,1,18025.58,0,6.427,2.862,0,46.6,5.6,10.3
57,234.2,2,1,28035.51,1,4.337,2.588,0,22.6,3.8,7.5
2,3533.7,0,0,0.00,0,3.515,1.823,0,31.4,0.3,5.4
72,730.5,3,0,42782.83,1,1.000,0.458,0,30.3,5.1,11.3
80,398.0,0,0,21502.35,1,4.316,0.511,0,7.0,6.4,10.9
49,1044.8,4,0,3284.20,0,5.438,2.697,0,96.2,0.7,6.8
81,407.6,0,0,27140.75,0,4.339,2.205,0,12.8,8.0,14.2
85,352.6,0,0,16590.77,1,1.008,0.362,0,9.9,5.1,10.1
39,355.8,4,1,36170.43,1,6.736,3.095,0,115.6,5.3,11.3
57,282.8,4,0,3354.60,0,5.241,2.302,0,83.6,0.6,5.8
18,274.9,3,1,223.43,0,6.509,3.453,0,65.1,1.2,7.3
16,4754.5,0,1,537.54,0,6.658,3.316,0,52.2,0.9,6.3
76,9.3,4,0,28579.99,1,1.089,0.531,0,80.8,8.7,17.0
48,520.9,4,1,25331.00,0,6.517,3.341,0,91.9,5.1,10.4
28,354.8,3,1,21980.77,0,6.459,3.105,0,80.6,7.7,17.0
28,154.2,0,1,11235.67,0,7.005,3.696,0,42.4,1.5,6.6
56,9686.9,1,1,21015.03,0,4.793,2.453,1,37.8,0.8,7.1
35,1466.4,2,1,25788.75,1,6.596,3.182,0,54.2,10.1,15.5
45,4956.9,4,1,38211.72,1,5.852,2.869,1,89.1,4.2,12.9
38,86.0,4,1,28307.01,0,6.764,3.369,0,95.8,4.8,12.1
60,82.6,2,0,2651.87,1,5.944,3.136,0,35.7,1.0,6.5
54,1752.4,4,0,3077.72,1,4.513,2.314,0,74.7,1.2,7.0
29,4515.1,3,1,29313.49,0,5.580,3.118,0,81.1,2.6,9.3
61,543.5,0,1,21505.54,0,5.551,2.325,0,27.7,3.0,8.9
54,185.6,1,0,2790.22,0,5.352,2.823,0,33.4,0.8,5.6
55,79.4,4,1,28900.91,1,1.446,0.598,0,103.6,6.0,12.8
54,8921.5,4,0,3856.00,1,5.396,2.681,1,96.0,0.2,7.7
49,1417.1,4,1,25955.78,0,5.113,2.597,1,109.7,5.6,14.4
60,1466.2,3,0,3433.72,1,4.353,2.187,0,64.9,1.4,7.8
8,143.4,0,0,258.57,1,5.050,2.431,0,37.2,0.9,5.0
69,4754.5,2,0,24662.91,1,4.399,0.430,0,25.4,4.0,8.0
29,118.7,2,0,2926.77,1,6.958,0.864,0,46.0,0.3,5.2
10,1927.2,0,0,142.65,0,5.331,2.913,0,35.1,0.4,4.8
29,5171.7,4,1,41848.26,0,6.393,3.438,0,99.4,5.1,11.2
33,586.3,2,0,3023.38,0,5.664,2.473,0,55.6,0.5,6.2
55,4504.8,3,1,45521.57,1,5.654,3.371,1,59.8,6.1,14.3
5,449.3,0,0,753.99,0,4.418,1.971,0,28.2,0.9,4.7
21,41.2,0,1,18659.14,0,6.795,2.925,0,23.5,5.4,10.9
11,2196.9,0,0,373.48,1,5.518,2.363,0,32.5,0.6,5.9
11,515.8,0,0,78.13,0,5.189,2.305,0,49.4,0.7,5.1
67,1357.8,4,0,3926.92,1,1.537,0.782,1,76.9,0.6,10.1
32,96.7,4,1,27899.14,0,6.087,2.863,0,118.7,8.9,15.6
10,1378.1,0,0,427.77,0,4.766,2.089,0,35.8,0.5,6.0
14,1995.2,0,0,246.84,0,5.760,2.841,1,42.0,0.3,6.5
26,164.5,0,1,17811.21,0,6.310,3.327,0,35.3,2.5,6.7
45,4479.1,2,1,30415.41,0,6.149,3.668,1,37.2,3.9,11.4
32,388.8,4,1,28977.82,0,6.565,3.107,0,99.1,3.3,8.9
64,783.3,3,0,3376.15,0,5.250,2.727,0,46.9,0.7,5.6
43,2342.4,3,1,24161.88,1,5.498,2.732,1,61.9,6.1,12.8
9,1752.4,0,0,482.00,0,5.070,2.165,0,20.7,0.6,5.6
39,5186.0,2,1,29004.26,0,5.778,2.985,1,43.6,2.7,9.0
14,2300.5,0,1,392.07,1,5.797,2.604,1,49.2,1.0,7.2
6,100.6,0,0,129.98,0,4.561,2.402,0,36.1,0.7,5.1
7,25.8,0,0,46.57,0,4.911,2.032,0,41.8,0.7,5.1
56,138.6,3,1,24832.61,1,5.460,2.496,0,69.5,3.2,10.9
11,2594.7,0,0,282.79,0,5.509,2.622,1,42.3,0.7,6.8
21,1786.3,3,0,2943.03,0,6.956,3.263,1,53.8,0.9,7.7
57,192.9,0,1,16146.35,0,5.532,2.911,0,20.3,4.7,10.2
77,1044.8,3,0,29256.46,0,4.285,2.427,0,30.8,5.9,10.1
4,407.6,0,0,99.67,0,4.144,2.158,0,36.1,0.7,5.9
21,107.6,2,0,2977.05,0,5.506,2.819,0,58.4,0.6,5.6
7,2541.3,0,0,180.79,0,4.987,2.207,0,43.8,0.3,6.6
11,343.4,0,0,205.25,1,5.515,2.622,0,42.2,1.0,5.1
74,185.6,2,0,33737.70,1,4.309,0.490,0,34.6,7.6,12.3
58,2342.4,0,1,13668.40,1,5.662,0.629,0,17.5,3.1,7.2
40,2562.9,3,1,41530.15,0,6.265,3.089,0,59.3,5.7,11.8
39,4780.6,4,1,30360.13,1,5.609,2.518,0,94.0,3.4,9.4
71,933.8,0,0,16153.78,1,3.056,0.406,0,13.1,2.6,7.3
16,343.0,0,0,336.01,0,5.944,3.012,0,45.6,0.6,6.5
52,343.4,4,1,35254.02,0,5.848,2.785,0,92.5,5.9,11.5
63,3555.7,3,1,27604.30,1,5.642,0.666,1,44.1,2.5,9.2
5,2233.0,0,0,613.11,0,4.307,2.432,0,38.3,0.9,5.9
30,1998.8,1,1,37167.73,0,6.477,2.816,0,28.3,7.8,13.1
40,151.6,2,1,30263.44,0,6.944,3.188,0,51.7,4.5,10.2
39,3802.6,0,1,17997.92,1,5.959,2.626,1,29.3,6.6,13.9
48,4078.2,2,1,26423.78,1,5.961,3.172,1,57.9,4.1,11.4
48,3637.2,2,1,30415.40,1,5.491,2.927,1,30.8,1.7,9.0
20,343.4,3,0,1604.49,0,6.056,3.043,0,73.5,0.9,6.1
91,357.4,2,0,34254.42,1,2.100,0.202,0,11.1,3.4,6.7
74,355.8,2,0,29122.86,1,5.566,0.675,0,23.2,5.5,9.1
84,114.8,2,0,22388.04,1,4.502,0.519,0,8.9,3.9,7.4
65,48.5,2,0,2941.50,1,5.599,0.713,0,41.2,0.2,5.4
64,3637.2,2,0,2919.06,1,5.562,3.044,0,45.1,0.4,7.0
4,161.3,0,0,154.96,0,4.114,1.947,0,26.2,0.6,4.3
12,4956.9,0,0,146.45,0,5.163,2.304,0,46.3,0.4,4.8
53,36.4,3,1,27370.46,1,6.431,3.288,0,45.4,5.7,10.3
10,3057.6,0,0,359.27,0,4.828,2.874,1,35.9,1.2,8.0
65,5171.7,0,0,2381.97,1,1.334,0.629,0,24.9,0.4,4.3
24,5186.0,4,1,21189.83,0,6.246,3.386,1,88.5,2.8,10.4
71,1225.6,0,0,10148.99,0,4.381,2.045,0,19.8,2.4,6.0
54,4069.8,3,1,31447.99,1,1.590,0.765,0,75.9,5.4,11.9
50,1417.1,3,1,23340.79,0,6.640,3.311,1,63.3,2.2,9.0
56,2551.3,4,1,20823.60,1,5.189,2.576,1,90.7,3.4,10.8
66,101.6,2,0,2895.24,0,5.439,3.143,0,25.6,0.5,4.4
74,125.5,4,0,35361.15,1,0.925,0.454,0,64.7,8.1,13.1
47,933.8,4,1,59672.36,0,6.427,2.999,0,93.3,5.8,11.6
30,157.7,2,1,24686.34,1,7.020,3.422,0,35.8,5.7,10.0
57,152.5,4,0,2832.82,0,5.276,2.633,0,95.1,1.2,7.8
53,174.8,4,1,66672.64,0,5.453,3.134,0,98.5,2.0,8.4
32,553.0,1,1,29357.84,0,5.371,2.224,0,45.4,3.4,8.5
10,442.8,0,0,159.13,0,5.129,2.575,0,38.2,0.3,5.6
83,3994.1,1,0,20215.45,1,4.525,0.567,0,14.8,6.7,12.1
47,4069.8,0,1,10515.07,0,5.754,2.424,0,30.0,3.2,11.5
38,327.3,4,1,71720.45,0,6.764,3.476,0,96.6,2.3,8.3
53,933.8,2,1,34565.49,1,5.435,2.898,0,38.8,3.9,9.5
0,2296.1,0,0,0.00,0,0.000,0.184,1,38.3,0.7,9.6
60,9.3,0,0,2721.49,0,4.658,1.734,0,15.8,0.7,4.9
89,3439.5,4,0,93085.42,1,3.389,0.425,1,77.7,5.7,13.4
17,449.3,0,1,590.70,0,5.812,2.662,0,41.8,0.5,5.1
69,5145.2,3,0,48012.27,1,1.360,0.649,0,43.2,4.6,9.6
1,741.6,0,0,0.00,0,3.271,1.695,0,43.6,0.5,7.4
70,133.2,3,0,27793.70,1,3.916,0.473,0,59.0,10.1,14.5
71,153.1,2,0,20660.42,0,4.077,2.002,0,39.4,3.2,9.1
33,292.9,3,1,37346.70,0,6.376,3.193,0,69.4,11.4,16.3
49,319.6,4,1,57976.54,0,6.332,2.836,0,88.9,9.4,16.5
25,1506.8,0,0,3345.74,0,6.115,3.441,1,39.7,1.0,7.1
64,1417.1,2,1,14368.83,1,5.163,2.397,0,27.7,1.3,7.1
11,2196.9,0,0,101.60,0,5.657,2.956,0,38.0,1.0,5.1
36,1060.7,0,1,14531.11,0,7.034,3.801,1,56.7,5.4,12.0
16,180.8,0,0,13.36,0,5.953,3.018,0,52.0,0.7,5.1
88,556.3,4,0,52021.13,1,3.203,0.362,0,67.3,4.6,11.1
29,5493.8,0,1,32267.81,0,6.245,3.094,0,34.5,2.7,7.1
35,640.1,4,1,31381.65,0,6.333,3.272,0,101.7,3.8,9.6
44,2785.7,4,1,30656.83,1,6.123,3.415,1,103.8,4.4,12.1
12,101.6,0,0,616.07,0,6.146,3.031,0,27.0,0.3,4.2
3,1492.8,0,0,0.00,0,3.781,1.861,1,40.2,0.7,7.5
37,4479.1,3,1,33600.07,0,5.472,2.940,0,61.2,4.7,9.9
66,180.8,0,0,2665.06,0,6.243,3.103,0,31.3,0.9,7.2
10,3480.6,0,0,127.32,0,5.123,2.429,0,46.1,0.6,4.8
25,138.6,2,0,2256.00,1,6.513,2.979,0,50.2,0.5,5.2
19,4333.6,3,0,2372.47,0,6.489,3.433,0,65.6,0.6,5.8
21,254.5,3,0,2300.35,0,5.505,2.652,0,73.7,1.2,8.2
67,272.0,3,0,2038.19,0,5.032,2.709,0,50.3,1.0,6.0
40,556.3,3,1,30680.58,0,5.372,2.979,0,64.4,3.0,8.0
33,15794.5,0,1,24606.16,1,6.726,2.957,1,33.4,0.6,6.7
18,2667.6,3,1,2715.82,0,5.937,2.789,0,81.9,0.9,7.9
15,1073.6,0,0,797.34,0,5.320,2.828,0,40.4,0.3,5.1
66,1466.4,0,0,2185.01,0,5.198,2.418,1,31.8,0.5,9.8
13,5145.2,0,0,241.13,1,5.087,2.911,1,35.4,1.0,10.1
34,133.0,4,1,48087.60,0,5.935,2.900,0,114.0,3.4,10.1
82,373.4,0,0,24102.72,1,2.661,0.407,0,20.1,3.2,6.8
12,514.4,0,0,131.48,0,4.845,2.487,0,38.4,1.2,5.4
40,8921.5,2,1,56058.08,1,6.158,2.879,1,46.5,0.9,7.4
7,239.6,0,0,50.37,0,4.652,2.021,0,22.9,1.0,8.2
12,186.2,0,0,467.39,0,5.895,2.907,0,25.1,0.9,7.2
13,3994.1,0,0,51.71,0,5.695,3.050,1,48.2,0.5,7.3
70,234.3,2,0,28059.23,1,1.126,0.523,0,21.2,3.2,7.1
70,1037.5,0,1,10594.94,1,5.169,0.738,1,8.6,2.8,10.8
0,388.8,0,0,0.00,0,0.000,-0.363,0,46.1,0.2,5.3
57,933.8,2,1,22890.10,1,1.375,0.749,0,36.0,2.5,8.1
32,1492.8,0,1,12479.31,0,5.839,2.668,0,39.9,2.9,8.4
8,3480.6,0,0,65.76,0,5.277,2.999,1,37.7,0.6,6.8
83,540.8,4,0,41613.96,1,2.262,0.206,0,69.6,2.6,7.6
68,1786.3,4,0,43520.70,1,5.744,0.639,1,91.6,8.3,16.6
15,352.6,0,0,30.61,0,5.101,2.104,0,57.6,0.5,5.1
36,630.1,0,1,13816.06,0,5.875,2.708,0,30.7,3.0,7.4
28,1506.8,4,1,27951.53,0,6.473,2.676,0,100.9,2.6,8.7
10,71.6,0,0,5.90,0,5.025,2.804,0,35.1,1.0,5.3
44,5493.8,4,1,43161.55,1,5.693,0.630,1,93.3,4.4,12.6
46,1466.4,0,1,16703.03,0,5.995,3.092,0,34.8,3.2,8.1
34,2468.7,4,1,22224.77,0,6.754,3.681,1,104.7,2.7,11.1
35,3994.1,2,1,25716.37,0,6.339,3.334,0,54.2,2.3,8.4
22,9584.0,0,1,26742.82,1,6.959,3.494,1,45.2,0.6,7.4
70,4266.4,2,0,23943.08,1,1.103,0.640,1,15.3,1.2,8.6
61,200.7,3,0,2958.61,1,4.986,2.301,0,54.2,1.2,7.6
59,78.3,3,1,27207.71,0,4.922,2.932,0,59.2,6.5,11.0
15,327.3,0,0,1482.67,1,5.551,2.803,0,38.9,0.5,5.7
20,501.9,1,0,2570.04,0,6.141,2.769,0,43.8,0.7,5.6
20,15794.5,0,1,22901.79,0,6.465,2.772,0,37.2,0.4,6.1
74,2667.6,2,0,21843.73,0,4.999,2.460,1,36.7,4.3,11.8
18,46.2,1,0,3082.97,0,5.686,2.471,0,34.7,0.5,5.7
47,1466.4,2,1,30503.15,0,6.759,3.170,0,40.5,2.4,8.2
2,101.6,0,0,0.00,0,3.618,1.532,0,31.2,0.7,4.6
23,1225.6,2,1,26847.64,0,6.498,3.011,0,52.9,8.6,14.3
80,1506.8,4,0,60665.46,0,3.893,1.533,0,82.0,8.4,13.6
4,1718.8,0,0,172.81,0,4.091,2.169,0,29.8,0.3,4.5
94,388.8,4,0,61712.73,1,0.511,0.204,0,58.9,8.5,14.6
59,6591.8,4,1,9931.76,1,6.525,3.433,0,85.7,2.5,7.7
30,4295.9,0,1,14673.38,0,5.480,2.507,1,30.9,4.5,10.6
60,4515.1,4,0,3901.44,1,5.542,2.853,1,99.2,0.3,7.8
64,133.2,4,1,24571.31,1,4.881,2.281,0,77.6,5.8,12.6
10,2634.2,0,0,311.71,0,5.045,2.487,0,34.1,0.4,5.5
0,180.8,0,0,0.00,0,0.000,0.077,0,26.6,0.8,4.6
80,185.6,4,0,59655.11,1,0.949,0.349,0,71.8,8.7,15.3
83,354.8,2,0,28585.18,1,4.938,0.662,0,23.4,2.3,6.0
46,3509.0,0,1,8976.34,0,5.274,2.353,0,29.4,2.8,7.9
18,4333.6,2,0,2776.86,0,6.397,3.214,0,58.6,0.5,7.0
53,726.4,4,1,29645.54,0,5.552,2.301,0,97.8,2.1,13.7
30,2562.9,4,1,47966.10,1,7.170,3.199,1,97.6,7.3,16.1
7,3401.7,0,0,23.58,0,4.598,2.722,0,28.0,1.0,6.3
35,152.5,4,1,28481.88,0,6.475,3.252,0,100.7,3.9,11.1
59,2594.7,3,1,17299.55,1,6.352,3.120,0,60.1,6.6,11.2
18,365.3,0,0,1766.27,0,6.184,2.798,0,34.2,0.9,6.5
33,13650.3,4,0,3660.56,0,6.984,2.973,0,92.6,0.7,8.2
60,1057.7,3,1,34240.64,1,4.648,2.241,1,47.7,6.9,13.7
53,107.6,4,1,34509.05,0,5.224,2.495,0,93.7,9.9,15.7
35,3480.6,0,0,2559.86,0,6.200,2.787,0,40.4,0.2,6.2
15,551.3,0,1,308.23,1,5.150,2.582,0,40.1,0.9,6.8
72,186.8,0,0,15146.73,1,1.069,0.364,0,15.3,3.8,8.4
43,4332.1,0,1,21286.03,0,6.022,2.913,1,35.3,3.3,9.5
41,1130.6,2,1,22891.11,1,5.991,2.671,1,51.7,5.4,12.5
37,143.4,2,1,33513.30,0,6.146,3.226,0,55.7,2.8,7.2
65,112.0,0,1,15066.59,1,4.083,0.413,0,12.3,3.1,8.0
41,343.0,0,1,16193.42,0,6.067,2.498,0,43.3,1.9,6.2
9,3401.7,0,0,397.77,0,5.375,2.720,1,39.6,1.1,8.0
4,730.5,0,0,203.27,0,4.168,2.194,0,18.8,0.4,4.4
32,584.9,1,0,2903.31,0,6.018,3.197,0,40.5,1.2,5.8
13,25.7,0,0,39.04,0,5.467,2.494,0,38.6,1.2,7.5
36,7164.4,4,1,36482.47,0,5.305,2.224,0,103.0,2.8,9.1
58,186.8,2,0,3023.16,0,5.138,2.619,0,46.6,0.8,5.1
85,3480.6,4,0,53037.08,0,3.837,1.829,0,60.0,2.4,7.1
48,316.8,0,1,12694.39,1,5.184,2.515,0,37.9,4.9,9.4
69,189.4,2,0,21633.34,1,5.101,0.450,0,35.4,7.8,12.0
44,922.1,4,1,83012.54,1,1.610,0.728,0,89.0,3.3,10.0
62,229.9,0,0,2130.95,1,4.927,0.559,0,12.6,0.6,5.6
5,234.2,0,0,102.12,0,4.422,2.262,0,48.8,0.8,5.2
6,4042.2,0,0,145.81,1,4.475,2.462,1,39.3,0.3,7.3
2,10609.4,0,0,0.00,0,3.557,1.812,0,43.1,1.0,6.9
18,1492.8,2,0,2024.31,0,5.969,2.828,1,61.7,0.5,10.1
51,1466.4,4,0,3485.46,1,5.154,2.802,0,75.1,0.5,6.2
9,3057.6,0,0,153.87,0,5.157,2.165,0,35.7,1.0,7.2
32,7838.7,4,0,3783.30,0,6.472,2.983,1,109.9,0.8,9.8
41,373.4,4,1,47404.57,1,1.436,0.700,0,98.8,3.7,9.9
28,1492.8,1,1,24729.17,0,6.118,2.861,0,38.1,2.1,6.4
22,581.2,3,1,6264.37,0,6.171,3.196,0,81.6,0.5,5.8
69,102.0,1,0,17998.24,1,5.185,0.659,0,5.7,3.8,7.0
13,6113.9,0,0,353.10,0,6.330,3.301,1,41.0,0.9,7.7
66,1791.6,0,0,2692.73,0,4.093,2.050,1,23.4,0.4,8.1
8,586.3,0,0,226.49,0,4.890,2.547,0,33.8,0.6,4.7
23,25.7,0,0,2428.74,0,7.021,3.044,0,31.3,0.2,4.4
40,42.8,1,1,24265.23,0,6.464,2.940,0,49.9,4.7,9.1
54,142.8,0,1,12985.58,0,5.208,2.226,0,37.5,4.6,8.9
39,559.9,0,0,2068.44,0,6.196,2.961,0,32.5,1.2,8.1
48,10609.4,4,0,3485.56,0,4.652,2.584,1,95.3,0.5,8.7
82,2761.3,4,0,42078.39,0,3.894,1.838,0,71.6,5.6,11.3
38,4754.5,2,1,26271.32,0,6.109,3.015,0,55.7,1.2,5.9
39,4515.1,3,1,40623.13,0,5.503,3.178,1,64.5,4.9,11.6
71,520.9,4,0,31465.00,1,4.625,0.567,0,73.2,2.1,7.0
12,565.5,0,0,82.16,0,5.270,2.795,0,45.1,0.4,4.7
47,4754.5,4,1,38872.54,0,6.644,3.917,0,96.0,4.5,10.1
39,107.6,4,1,45190.52,0,6.897,2.999,0,90.1,6.4,14.3
47,4332.1,4,1,27404.84,1,4.821,2.377,0,85.2,6.3,15.2
79,169.0,0,0,13302.64,1,5.138,0.582,0,22.4,5.0,10.4
20,2594.7,2,1,15391.20,0,6.484,3.324,1,59.8,3.4,10.9
27,327.3,4,1,23265.08,0,6.403,3.334,0,110.3,6.9,15.4
4,241.5,0,0,46.28,0,4.098,1.869,0,44.3,0.5,5.7
5,164.5,0,0,63.95,0,4.361,2.281,0,40.4,1.1,6.3
89,543.5,4,0,24435.10,1,0.858,0.564,0,76.8,8.6,18.5
5,12.5,0,0,257.07,0,4.351,2.405,0,20.9,1.0,4.7
57,4754.5,2,0,3189.38,0,4.212,1.605,0,41.8,0.5,5.1
62,1718.8,4,1,27383.04,0,4.429,1.783,0,71.8,5.0,10.1
7,382.2,0,0,374.03,0,4.533,2.292,0,43.6,1.0,5.5
88,133.0,4,0,82510.63,1,2.161,0.205,0,68.8,7.2,14.0
41,1998.8,0,1,28693.28,0,5.570,2.867,1,53.7,8.2,14.9
47,10609.4,4,1,46128.06,1,6.129,3.204,1,95.0,0.9,8.5
39,200.6,4,1,37171.18,0,6.012,2.550,0,98.6,5.8,14.7
73,4266.4,4,0,83977.38,1,3.487,0.470,0,70.6,1.8,8.6
81,9.3,2,0,27967.86,1,4.288,0.493,0,37.5,2.8,7.3
17,79.4,0,1,121.45,0,5.864,2.960,0,37.8,0.7,4.7
21,2551.3,4,1,12341.37,0,6.922,3.479,0,94.9,1.5,7.7
58,245.3,0,1,8196.95,0,5.065,2.428,0,40.3,2.9,7.8
42,557.5,0,0,3522.64,1,5.997,2.711,0,42.6,1.2,5.6
37,586.3,4,1,33175.61,0,5.159,2.614,0,83.1,10.6,16.6
61,540.8,4,0,3969.30,1,4.866,2.295,0,74.3,1.3,6.7
14,2785.7,0,0,114.53,0,5.766,2.866,1,31.3,0.5,6.7
76,3480.6,3,0,25000.80,0,3.384,2.215,0,42.3,5.7,10.1
81,1998.8,0,0,43167.85,1,3.008,0.335,0,9.9,3.6,7.8
25,194.5,0,0,3982.18,0,5.582,2.797,0,22.9,0.9,5.4
58,161.3,0,0,2733.33,0,5.488,2.258,0,18.8,1.1,5.2
83,152.5,4,0,61708.99,0,2.930,1.727,0,74.5,3.7,10.3
41,180.8,1,1,35117.31,1,5.890,2.887,0,35.1,9.6,14.0
64,744.2,0,1,6741.38,0,5.038,2.216,0,11.4,1.0,6.8
11,634.5,0,0,356.83,0,5.354,2.390,0,43.4,0.7,6.6
44,3637.2,1,1,22258.51,0,6.195,2.886,0,41.0,3.0,8.6
30,933.8,1,1,23515.68,0,6.848,3.637,0,34.0,6.0,11.7
28,838.4,3,1,27068.04,0,6.240,2.584,0,62.8,4.3,9.3
22,3994.1,2,1,17289.81,1,6.154,3.274,1,48.8,2.2,10.5
60,82.6,4,1,27865.92,0,5.377,2.298,0,90.7,5.7,11.9
37,157.3,2,1,41843.28,1,5.171,2.642,0,51.5,6.5,11.2
66,241.5,3,0,2747.63,0,4.986,2.864,0,62.3,0.9,5.7
11,2117.7,0,0,716.67,0,5.017,2.345,0,40.4,0.9,5.6
12,1998.8,0,0,625.45,0,6.035,3.069,1,38.0,0.9,7.4
8,230.3,0,0,149.06,0,5.341,2.460,0,39.7,0.5,4.7
9,4266.4,0,0,17.44,0,5.207,2.796,1,34.3,0.7,7.3
33,195.7,0,1,27747.34,1,6.206,2.801,0,36.8,3.9,8.2
11,4754.5,0,0,17.42,0,5.397,2.266,1,43.5,0.9,8.7
59,977.6,4,1,21868.38,1,4.974,2.349,1,100.6,6.9,14.7
65,389.9,0,1,11205.80,0,5.504,2.449,0,32.5,2.8,6.8
39,2734.4,3,1,29893.96,1,6.517,3.088,0,76.2,7.2,13.0
40,4295.9,2,1,25628.67,0,6.209,3.036,0,51.0,4.5,8.9
34,41.6,1,1,24727.72,0,6.104,2.827,0,37.8,2.1,8.8
9,180.8,0,0,132.61,0,5.303,2.469,0,41.3,0.7,5.6
55,200.7,4,1,33081.47,0,4.610,2.160,0,87.5,5.4,11.0
55,1998.8,2,0,3241.92,0,5.456,2.173,1,47.5,0.3,6.5
29,1344.9,2,1,21508.72,0,6.669,3.128,1,63.0,8.4,18.1
53,5493.8,2,0,3783.74,0,4.605,2.309,1,42.9,0.8,7.0
13,9686.9,0,0,315.89,0,5.930,2.795,0,34.9,0.9,7.3
62,413.0,2,1,29046.96,0,5.220,2.620,0,48.7,10.2,14.6
76,1344.9,4,0,39140.24,1,3.341,0.328,0,74.4,2.4,10.2
60,3401.7,4,1,23189.85,1,6.086,2.953,0,104.3,5.7,11.5
40,282.8,1,1,26098.73,0,6.776,3.640,0,52.1,2.6,10.0
3,365.3,0,0,0.00,0,3.853,1.984,0,52.7,0.7,5.2
0,726.4,0,0,0.00,0,0.000,-0.172,0,34.1,0.4,4.4
23,10609.4,0,1,14471.95,0,5.615,2.623,0,32.2,0.3,5.5
30,1357.8,2,1,21697.28,0,6.054,2.480,0,58.5,4.3,8.8
5,9686.9,0,0,100.09,0,4.323,2.212,0,38.2,0.6,8.3
74,200.7,4,0,64420.45,0,3.134,1.684,0,72.3,11.6,17.0
54,4754.5,0,1,20857.85,1,5.825,0.729,1,16.3,6.0,12.0
38,2296.1,0,1,22694.36,1,6.282,3.067,1,53.2,6.3,15.3
35,343.4,2,1,26744.97,1,6.832,3.496,0,42.4,8.3,13.4
53,730.5,0,0,3186.68,0,4.584,2.867,0,46.5,0.9,7.2
28,4266.4,1,1,16545.44,1,6.848,3.204,0,39.6,5.1,10.1
5,274.9,0,0,169.44,0,4.347,2.023,0,47.6,0.6,4.9
20,5186.0,1,1,12948.49,0,6.682,3.354,0,44.9,4.2,8.7
76,174.8,2,0,29166.35,0,4.619,2.341,0,17.8,3.1,7.3
38,4332.1,3,0,3485.91,0,5.538,2.682,1,61.5,0.9,7.7
20,3509.0,1,1,9095.15,1,7.006,0.945,0,38.2,2.6,7.9
32,86.0,3,1,26345.41,0,6.612,3.686,0,72.7,8.3,13.9
36,2468.7,4,1,28884.74,0,5.626,2.602,0,99.3,4.5,10.0
54,2233.0,1,1,27168.54,1,5.654,3.219,1,16.7,1.7,8.1
52,933.8,0,0,2251.51,0,5.564,3.007,0,33.0,1.0,5.5
22,64.1,0,0,2909.73,1,6.201,3.032,0,33.9,0.5,5.7
41,2749.3,3,1,29805.80,0,6.219,2.625,0,80.4,6.0,11.0
55,7164.4,1,1,28939.72,1,5.927,0.742,0,3.8,1.4,6.3
29,5493.8,3,1,33191.77,0,6.352,3.296,1,82.8,1.1,8.8
44,157.3,0,1,28896.59,1,6.821,3.288,0,44.3,10.7,15.2
25,1060.7,3,1,24007.99,0,5.859,3.054,0,60.1,4.6,9.2
53,2634.2,3,0,3121.66,0,5.593,2.762,0,56.4,0.5,4.9
6,357.4,0,0,62.70,0,4.746,2.152,0,44.3,0.7,5.0
3,3268.3,0,0,0.00,0,4.095,2.250,1,50.6,1.0,7.9
6,540.8,0,0,781.96,0,4.674,2.365,0,33.8,0.6,5.6
27,10609.4,4,1,40378.83,0,6.502,3.166,1,99.6,0.6,9.1
8,4754.5,0,0,124.27,0,4.747,2.431,0,48.6,0.3,4.8
51,995.5,0,1,27534.99,1,5.939,2.908,1,16.1,4.1,12.2
71,78.3,3,0,30783.72,1,5.271,0.639,0,48.5,2.2,9.1
41,128.5,3,1,30638.55,1,4.962,2.215,0,78.8,4.5,14.2
28,4780.6,1,0,2894.46,0,6.785,2.887,0,35.7,0.5,4.6
63,80.9,0,1,19660.99,1,1.154,0.547,0,13.4,2.7,6.3
87,744.2,2,0,21978.43,1,3.898,0.489,0,15.3,2.6,7.0
44,268.2,0,1,12548.52,0,5.456,2.299,0,41.4,4.5,8.7
10,1548.7,0,0,304.00,0,5.447,2.735,0,37.7,0.4,4.5
29,9546.7,3,1,48711.22,0,6.504,3.353,1,72.6,0.3,8.6
10,165.7,0,0,228.08,0,5.477,2.989,0,55.9,0.8,6.7
69,365.3,2,0,24056.06,1,1.354,0.525,0,16.1,6.8,10.9
73,292.9,0,0,19970.62,0,4.126,2.026,0,-5.4,3.9,8.4
42,726.4,0,1,13171.64,0,5.890,3.116,0,48.1,3.8,8.0
27,157.7,2,1,23183.17,0,5.958,3.298,0,62.2,2.0,10.5
54,308.3,4,1,14383.31,1,6.398,3.388,0,88.7,3.0,9.5
52,76.4,3,1,29859.24,0,6.009,2.525,0,51.9,4.9,9.2
12,139.0,0,0,1863.60,0,5.067,2.434,0,23.2,1.1,5.1
19,3480.6,3,1,7165.17,0,5.441,2.086,0,64.0,2.6,10.7
17,987.8,0,0,584.44,0,6.174,3.047,0,53.7,0.8,6.0
56,229.4,3,1,26791.65,0,6.346,3.198,0,60.1,7.1,11.6
19,629.8,3,0,3044.78,0,6.652,3.484,0,71.7,0.6,8.9
